,index,Event,Recruit,Walk On,Tryout,College,Team,Recruit numeric,Walk On numeric,Tryout numeric
1064,3,800m,1:51,1:55,1:59,Georgetown University,mens,111.0,115.0,119.0
1065,4,400m,48.41,49.21,50.06,Georgetown University,mens,48.41,49.21,50.06
1066,5,300m H,38.71,40.22,41.34,Georgetown University,mens,38.71,40.22,41.34
1067,6,200m,21.72,22.04,22.59,Georgetown University,mens,21.72,22.04,22.59
1068,7,110m H,14.59,14.98,15.39,Georgetown University,mens,14.59,14.98,15.39
1069,8,100m,10.94,11.25,11.62,Georgetown University,mens,10.94,11.25,11.62
1070,9,Long Jump,21' 11,21' 0,20' 4,Georgetown University,mens,263.0,252.0,244.0
1071,10,Triple Jump,45' 1,42' 5,39' 11,Georgetown University,mens,541.0,509.0,479.0
1072,0,5K XC,17:25,18:03,18:55,Georgetown University,womens,1045.0,1083.0,1135.0
1073,1,3200m,10:21,10:42,10:59,Georgetown University,womens,621.0,642.0,659.0
1074,2,1600m,4:49,5:01,5:20,Georgetown University,womens,289.0,301.0,320.0
1075,3,800m,2:09,2:14,2:20,Georgetown University,womens,129.0,134.0,140.0
1076,4,400m,56.00,57.84,59.49,Georgetown University,womens,56.0,57.84,59.49
1077,5,300m H,44.51,45.79,47.68,Georgetown University,womens,44.51,45.79,47.68
1078,6,200m,24.53,25.28,26.56,Georgetown University,womens,24.53,25.28,26.56
1079,7,100m,11.86,12.22,12.61,Georgetown University,womens,11.86,12.22,12.61
1080,8,100m H,13.83,14.29,14.44,Georgetown University,womens,13.83,14.29,14.44
1081,9,Long Jump,18' 6,17' 8,16' 9,Georgetown University,womens,222.0,212.0,201.0
1082,10,Triple Jump,39' 7,38' 10,37' 2,Georgetown University,womens,475.0,466.0,446.0
1083,0,5K XC,15:34,15:59,16:33,Georgia Institute of Technology-Main Campus,mens,934.0,959.0,993.0
1084,1,3200m,9:20,9:27,9:36,Georgia Institute of Technology-Main Campus,mens,560.0,567.0,576.0
1085,2,1600m,4:18,4:22,4:31,Georgia Institute of Technology-Main Campus,mens,258.0,262.0,271.0
1086,3,800m,1:53,1:57,1:59,Georgia Institute of Technology-Main Campus,mens,113.0,117.0,119.0
1087,4,400m,47.51,50.05,53.70,Georgia Institute of Technology-Main Campus,mens,47.51,50.05,53.7
1088,5,300m H,38.58,39.84,40.47,Georgia Institute of Technology-Main Campus,mens,38.58,39.84,40.47
1089,6,200m,21.23,22.04,22.75,Georgia Institute of Technology-Main Campus,mens,21.23,22.04,22.75
1090,7,110m H,14.46,14.78,15.02,Georgia Institute of Technology-Main Campus,mens,14.46,14.78,15.02
1091,8,100m,10.55,10.69,10.95,Georgia Institute of Technology-Main Campus,mens,10.55,10.69,10.95
1092,9,Long Jump,24' 3,22' 6,20' 10,Georgia Institute of Technology-Main Campus,mens,291.0,270.0,250.0
1093,10,Pole Vault,16' 2,15' 9,13' 6,Georgia Institute of Technology-Main Campus,mens,194.0,189.0,162.0
1094,11,Triple Jump,46' 7,44' 10,42' 8,Georgia Institute of Technology-Main Campus,mens,559.0,538.0,512.0
1095,0,5K XC,18:09,18:44,19:52,Georgia Institute of Technology-Main Campus,womens,1089.0,1124.0,1192.0
1096,1,3200m,10:52,11:03,11:16,Georgia Institute of Technology-Main Campus,womens,652.0,663.0,676.0
1097,2,1600m,5:04,5:11,5:22,Georgia Institute of Technology-Main Campus,womens,304.0,311.0,322.0
1098,3,800m,2:15,2:21,2:25,Georgia Institute of Technology-Main Campus,womens,135.0,141.0,145.0
1099,4,400m,56.30,57.14,58.24,Georgia Institute of Technology-Main Campus,womens,56.3,57.14,58.24
1100,5,300m H,45.85,46.27,47.59,Georgia Institute of Technology-Main Campus,womens,45.85,46.27,47.59
1101,6,200m,24.64,25.90,26.70,Georgia Institute of Technology-Main Campus,womens,24.64,25.9,26.7
1102,7,100m,11.96,12.61,13.03,Georgia Institute of Technology-Main Campus,womens,11.96,12.61,13.03
1103,8,100m H,14.53,14.94,15.51,Georgia Institute of Technology-Main Campus,womens,14.53,14.94,15.51
1104,9,Long Jump,19' 2,17' 7,16' 6,Georgia Institute of Technology-Main Campus,womens,230.0,211.0,198.0
1105,10,Triple Jump,38' 2,37' 5,34' 11,Georgia Institute of Technology-Main Campus,womens,458.0,449.0,419.0
1106,0,5K XC,15:20,15:49,16:17,Gonzaga University,mens,920.0,949.0,977.0
1107,1,3200m,9:15,9:29,9:42,Gonzaga University,mens,555.0,569.0,582.0
1108,2,1600m,4:16,4:23,4:30,Gonzaga University,mens,256.0,263.0,270.0
1109,3,800m,1:57,2:01,2:06,Gonzaga University,mens,117.0,121.0,126.0
1110,4,400m,52.77,54.82,57.26,Gonzaga University,mens,52.77,54.82,57.26
1111,5,200m,24.06,24.65,25.30,Gonzaga University,mens,24.06,24.65,25.3
1112,0,5K XC,18:29,19:20,20:20,Gonzaga University,womens,1109.0,1160.0,1220.0
1113,1,3200m,10:59,11:11,11:25,Gonzaga University,womens,659.0,671.0,685.0
1114,2,1600m,5:08,5:22,5:43,Gonzaga University,womens,308.0,322.0,343.0
1115,3,800m,2:20,2:24,2:32,Gonzaga University,womens,140.0,144.0,152.0
1116,4,400m,59.65,1:02,1:04,Gonzaga University,womens,59.65,62.0,64.0
1117,5,200m,26.70,27.97,29.28,Gonzaga University,womens,26.7,27.97,29.28
1118,6,100m,12.92,13.40,14.13,Gonzaga University,womens,12.92,13.4,14.13
1119,0,5K XC,17:00,18:19,19:55,Grinnell College,mens,1020.0,1099.0,1195.0
1120,1,3200m,10:07,10:26,10:39,Grinnell College,mens,607.0,626.0,639.0
1121,2,1600m,4:42,4:52,5:00,Grinnell College,mens,282.0,292.0,300.0
1122,3,800m,1:59,2:00,2:01,Grinnell College,mens,119.0,120.0,121.0
1123,4,400m,52.22,53.18,54.08,Grinnell College,mens,52.22,53.18,54.08
1124,5,300m H,44.84,45.71,46.18,Grinnell College,mens,44.84,45.71,46.18
1125,6,200m,23.72,24.37,24.84,Grinnell College,mens,23.72,24.37,24.84
1126,7,110m H,15.84,16.32,16.69,Grinnell College,mens,15.84,16.32,16.69
1127,8,100m,11.64,12.00,12.33,Grinnell College,mens,11.64,12.0,12.33
1128,9,Long Jump,21' 3,20' 10,20' 3,Grinnell College,mens,255.0,250.0,243.0
1129,0,5K XC,20:22,22:04,24:21,Grinnell College,womens,1222.0,1324.0,1461.0
1130,1,3200m,12:10,12:33,12:53,Grinnell College,womens,730.0,753.0,773.0
1131,2,1600m,5:40,5:52,6:09,Grinnell College,womens,340.0,352.0,369.0
1132,3,800m,2:27,2:35,2:40,Grinnell College,womens,147.0,155.0,160.0
1133,4,400m,1:01,1:04,1:05,Grinnell College,womens,61.0,64.0,65.0
1134,5,300m H,46.70,48.21,49.44,Grinnell College,womens,46.7,48.21,49.44
1135,6,200m,27.12,28.08,28.71,Grinnell College,womens,27.12,28.08,28.71
1136,7,100m,12.95,13.42,13.86,Grinnell College,womens,12.95,13.42,13.86
1137,8,100m H,16.12,16.65,17.20,Grinnell College,womens,16.12,16.65,17.2
1138,9,Discus,114' 10,112' 11,107' 11,Grinnell College,womens,1378.0,1355.0,1295.0
1139,0,5K XC,16:41,17:23,18:14,Hamilton College,mens,1001.0,1043.0,1094.0
1140,1,3200m,9:59,10:09,10:19,Hamilton College,mens,599.0,609.0,619.0
1141,2,1600m,4:36,4:44,4:57,Hamilton College,mens,276.0,284.0,297.0
1142,3,800m,2:06,2:12,2:16,Hamilton College,mens,126.0,132.0,136.0
1143,4,400m,53.92,56.17,58.75,Hamilton College,mens,53.92,56.17,58.75
1144,5,300m H,41.56,42.62,44.18,Hamilton College,mens,41.56,42.62,44.18
1145,6,200m,22.77,23.02,23.62,Hamilton College,mens,22.77,23.02,23.62
1146,7,110m H,16.29,16.57,17.35,Hamilton College,mens,16.29,16.57,17.35
1147,8,100m,11.32,11.55,11.80,Hamilton College,mens,11.32,11.55,11.8
1148,0,5K XC,19:41,20:56,22:07,Hamilton College,womens,1181.0,1256.0,1327.0
1149,1,3200m,12:09,12:23,12:32,Hamilton College,womens,729.0,743.0,752.0
1150,2,1600m,5:27,5:38,5:47,Hamilton College,womens,327.0,338.0,347.0
1151,3,800m,2:24,2:33,2:39,Hamilton College,womens,144.0,153.0,159.0
1152,4,400m,1:02,1:03,1:04,Hamilton College,womens,62.0,63.0,64.0
1153,5,300m H,48.28,49.51,50.55,Hamilton College,womens,48.28,49.51,50.55
1154,6,200m,26.89,28.10,28.39,Hamilton College,womens,26.89,28.1,28.39
1155,7,100m,12.86,13.67,13.94,Hamilton College,womens,12.86,13.67,13.94
1156,8,100m H,17.18,17.44,17.96,Hamilton College,womens,17.18,17.44,17.96
1157,9,Triple Jump,35' 3,33' 4,32' 5,Hamilton College,womens,423.0,400.0,389.0
1158,0,5K XC,16:49,17:46,18:33,Hanover College,mens,1009.0,1066.0,1113.0
1159,1,3200m,10:05,10:35,10:50,Hanover College,mens,605.0,635.0,650.0
1160,2,1600m,4:41,4:52,4:59,Hanover College,mens,281.0,292.0,299.0
1161,3,800m,1:59,2:08,2:19,Hanover College,mens,119.0,128.0,139.0
1162,4,400m,52.71,53.93,54.27,Hanover College,mens,52.71,53.93,54.27
1163,5,300m H,41.08,41.36,41.48,Hanover College,mens,41.08,41.36,41.48
1164,6,200m,23.04,24.20,25.14,Hanover College,mens,23.04,24.2,25.14
1165,7,110m H,16.28,16.55,16.95,Hanover College,mens,16.28,16.55,16.95
1166,8,100m,11.18,11.43,11.89,Hanover College,mens,11.18,11.43,11.89
1167,9,High Jump,6' 2,6' 0,5' 6,Hanover College,mens,74.0,72.0,66.0
1168,10,Long Jump,21' 9,19' 7,18' 9,Hanover College,mens,261.0,235.0,225.0
1169,0,5K XC,20:23,21:28,22:17,Hanover College,womens,1223.0,1288.0,1337.0
1170,1,3200m,12:16,12:44,12:58,Hanover College,womens,736.0,764.0,778.0
1171,2,1600m,5:32,5:44,5:56,Hanover College,womens,332.0,344.0,356.0
1172,3,800m,2:26,2:33,2:39,Hanover College,womens,146.0,153.0,159.0
1173,4,400m,1:04,1:06,1:07,Hanover College,womens,64.0,66.0,67.0
1174,5,300m H,50.89,51.96,52.64,Hanover College,womens,50.89,51.96,52.64
1175,6,200m,28.18,28.32,28.57,Hanover College,womens,28.18,28.32,28.57
1176,7,100m,12.94,13.40,13.84,Hanover College,womens,12.94,13.4,13.84
1177,0,5K XC,15:09,15:49,16:53,Harvard University,mens,909.0,949.0,1013.0
1178,1,3200m,9:09,9:20,9:38,Harvard University,mens,549.0,560.0,578.0
1179,2,1600m,4:14,4:21,4:29,Harvard University,mens,254.0,261.0,269.0
1180,3,800m,1:51,1:55,1:59,Harvard University,mens,111.0,115.0,119.0
1181,4,400m,47.79,48.87,49.79,Harvard University,mens,47.79,48.87,49.79
1182,5,300m H,37.23,37.55,39.52,Harvard University,mens,37.23,37.55,39.52
1183,6,200m,21.76,22.02,22.28,Harvard University,mens,21.76,22.02,22.28
1184,7,110m H,14.47,15.07,15.60,Harvard University,mens,14.47,15.07,15.6
1185,8,100m,10.57,10.92,11.38,Harvard University,mens,10.57,10.92,11.38
1186,9,Discus,185' 2,180' 2,163' 0,Harvard University,mens,2222.0,2162.0,1956.0
1187,10,High Jump,6' 5,6' 3,6' 0,Harvard University,mens,77.0,75.0,72.0
1188,11,Javelin,168' 4,163' 7,154' 9,Harvard University,mens,2020.0,1963.0,1857.0
1189,12,Long Jump,23' 5,22' 0,20' 8,Harvard University,mens,281.0,264.0,248.0
1190,13,Pole Vault,16' 11,16' 9,15' 9,Harvard University,mens,203.0,201.0,189.0
1191,14,Shot Put,57' 8,56' 4,51' 9,Harvard University,mens,692.0,676.0,621.0
1192,15,Triple Jump,46' 1,44' 7,42' 9,Harvard University,mens,553.0,535.0,513.0
1193,0,5K XC,17:40,18:21,19:31,Harvard University,womens,1060.0,1101.0,1171.0
1194,1,3200m,10:28,10:47,11:16,Harvard University,womens,628.0,647.0,676.0
1195,2,1600m,4:51,4:58,5:09,Harvard University,womens,291.0,298.0,309.0
1196,3,800m,2:11,2:16,2:20,Harvard University,womens,131.0,136.0,140.0
1197,4,400m,55.13,56.51,58.91,Harvard University,womens,55.13,56.51,58.91
1198,5,300m H,43.44,44.44,45.67,Harvard University,womens,43.44,44.44,45.67
1199,6,200m,24.19,24.90,26.81,Harvard University,womens,24.19,24.9,26.81
1200,7,100m,11.73,12.08,12.71,Harvard University,womens,11.73,12.08,12.71
1201,8,100m H,13.97,14.28,14.84,Harvard University,womens,13.97,14.28,14.84
1202,9,Discus,151' 0,138' 1,130' 4,Harvard University,womens,1812.0,1657.0,1564.0
1203,10,High Jump,5' 5,5' 3,5' 0,Harvard University,womens,65.0,63.0,60.0
1204,11,Long Jump,19' 6,17' 11,17' 0,Harvard University,womens,234.0,215.0,204.0
1205,12,Pole Vault,12' 2,11' 3,10' 10,Harvard University,womens,146.0,135.0,130.0
1206,13,Shot Put,44' 6,42' 6,39' 4,Harvard University,womens,534.0,510.0,472.0
1207,14,Triple Jump,38' 6,36' 5,34' 7,Harvard University,womens,462.0,437.0,415.0
1208,0,5K XC,16:20,17:30,18:57,Haverford College,mens,980.0,1050.0,1137.0
1209,1,3200m,9:52,10:23,10:45,Haverford College,mens,592.0,623.0,645.0
1210,2,1600m,4:31,4:38,4:49,Haverford College,mens,271.0,278.0,289.0
1211,3,800m,2:03,2:08,2:12,Haverford College,mens,123.0,128.0,132.0
1212,4,400m,52.70,54.30,56.44,Haverford College,mens,52.7,54.3,56.44
1213,5,300m H,42.33,43.50,44.15,Haverford College,mens,42.33,43.5,44.15
1214,6,200m,22.84,24.42,25.61,Haverford College,mens,22.84,24.42,25.61
1215,7,110m H,16.04,16.53,16.99,Haverford College,mens,16.04,16.53,16.99
1216,8,100m,11.35,11.85,12.32,Haverford College,mens,11.35,11.85,12.32
1217,0,5K XC,20:09,21:23,22:59,Haverford College,womens,1209.0,1283.0,1379.0
1218,1,3200m,11:39,12:01,12:12,Haverford College,womens,699.0,721.0,732.0
1219,2,1600m,5:32,5:41,5:55,Haverford College,womens,332.0,341.0,355.0
1220,3,800m,2:28,2:34,2:41,Haverford College,womens,148.0,154.0,161.0
1221,4,400m,1:01,1:05,1:07,Haverford College,womens,61.0,65.0,67.0
1222,5,300m H,47.43,49.68,52.01,Haverford College,womens,47.43,49.68,52.01
1223,6,200m,27.84,28.11,28.30,Haverford College,womens,27.84,28.11,28.3
1224,7,100m,13.46,13.77,13.90,Haverford College,womens,13.46,13.77,13.9
1225,8,100m H,15.88,16.98,18.12,Haverford College,womens,15.88,16.98,18.12
1226,0,5K XC,15:59,16:54,17:50,Hofstra University,mens,959.0,1014.0,1070.0
1227,1,3200m,9:30,9:36,9:39,Hofstra University,mens,570.0,576.0,579.0
1228,2,1600m,4:21,4:28,4:28,Hofstra University,mens,261.0,268.0,268.0
1229,3,800m,2:02,2:10,2:19,Hofstra University,mens,122.0,130.0,139.0
1230,4,400m,49.00,51.51,53.78,Hofstra University,mens,49.0,51.51,53.78
1231,5,200m,22.18,22.91,23.62,Hofstra University,mens,22.18,22.91,23.62
1232,6,110m H,14.29,14.46,14.78,Hofstra University,mens,14.29,14.46,14.78
1233,7,100m,10.92,11.36,11.81,Hofstra University,mens,10.92,11.36,11.81
1234,0,5K XC,19:16,20:34,21:55,Hofstra University,womens,1156.0,1234.0,1315.0
1235,1,3200m,11:20,11:43,12:13,Hofstra University,womens,680.0,703.0,733.0
1236,2,1600m,5:11,5:29,5:39,Hofstra University,womens,311.0,329.0,339.0
1237,3,400m,1:02,1:05,1:08,Hofstra University,womens,62.0,65.0,68.0
1238,4,300m H,46.76,47.82,48.41,Hofstra University,womens,46.76,47.82,48.41
1239,5,200m,26.84,27.86,28.85,Hofstra University,womens,26.84,27.86,28.85
1240,6,100m,12.90,13.18,13.57,Hofstra University,womens,12.9,13.18,13.57
1241,7,100m H,15.47,15.91,16.32,Hofstra University,womens,15.47,15.91,16.32
1242,0,5K XC,16:35,17:22,18:32,Howard University,mens,995.0,1042.0,1112.0
1243,1,3200m,9:54,10:24,10:42,Howard University,mens,594.0,624.0,642.0
1244,2,1600m,4:31,4:34,4:36,Howard University,mens,271.0,274.0,276.0
1245,3,800m,1:57,1:59,2:01,Howard University,mens,117.0,119.0,121.0
1246,4,400m,48.57,50.94,52.30,Howard University,mens,48.57,50.94,52.3
1247,5,300m H,38.12,38.61,39.32,Howard University,mens,38.12,38.61,39.32
1248,6,200m,22.28,22.84,24.20,Howard University,mens,22.28,22.84,24.2
1249,7,110m H,13.96,14.39,14.80,Howard University,mens,13.96,14.39,14.8
1250,8,100m,10.64,11.12,11.54,Howard University,mens,10.64,11.12,11.54
1251,9,High Jump,6' 2,6' 1,6' 0,Howard University,mens,74.0,73.0,72.0
1252,10,Long Jump,21' 11,21' 1,20' 5,Howard University,mens,263.0,253.0,245.0
1253,11,Triple Jump,46' 5,44' 2,42' 9,Howard University,mens,557.0,530.0,513.0
1254,0,5K XC,19:34,20:49,22:01,Howard University,womens,1174.0,1249.0,1321.0
1255,1,3200m,11:33,12:16,12:43,Howard University,womens,693.0,736.0,763.0
1256,2,1600m,5:11,5:22,5:40,Howard University,womens,311.0,322.0,340.0
1257,3,800m,2:14,2:18,2:20,Howard University,womens,134.0,138.0,140.0
1258,4,400m,56.48,57.46,58.25,Howard University,womens,56.48,57.46,58.25
1259,5,300m H,42.99,44.73,45.71,Howard University,womens,42.99,44.73,45.71
1260,6,200m,24.71,25.69,26.75,Howard University,womens,24.71,25.69,26.75
1261,7,100m,11.76,12.17,12.76,Howard University,womens,11.76,12.17,12.76
1262,8,100m H,14.21,14.76,15.33,Howard University,womens,14.21,14.76,15.33
1263,9,Discus,126' 2,117' 5,103' 2,Howard University,womens,1514.0,1409.0,1238.0
1264,10,High Jump,5' 4,5' 3,5' 0,Howard University,womens,64.0,63.0,60.0
1265,11,Long Jump,18' 11,17' 6,16' 9,Howard University,womens,227.0,210.0,201.0
1266,12,Shot Put,39' 4,37' 6,36' 2,Howard University,womens,472.0,450.0,434.0
1267,13,Triple Jump,38' 11,37' 7,35' 9,Howard University,womens,467.0,451.0,429.0
1268,0,5K XC,15:09,15:35,16:13,Indiana University-Bloomington,mens,909.0,935.0,973.0
1269,1,3200m,9:10,9:22,9:38,Indiana University-Bloomington,mens,550.0,562.0,578.0
1270,2,1600m,4:13,4:19,4:24,Indiana University-Bloomington,mens,253.0,259.0,264.0
1271,3,800m,1:52,1:55,1:59,Indiana University-Bloomington,mens,112.0,115.0,119.0
1272,4,400m,47.89,49.04,50.44,Indiana University-Bloomington,mens,47.89,49.04,50.44
1273,5,300m H,37.77,38.08,39.25,Indiana University-Bloomington,mens,37.77,38.08,39.25
1274,6,200m,21.53,22.70,23.82,Indiana University-Bloomington,mens,21.53,22.7,23.82
1275,7,110m H,14.01,14.29,14.59,Indiana University-Bloomington,mens,14.01,14.29,14.59
1276,8,100m,10.52,10.78,10.95,Indiana University-Bloomington,mens,10.52,10.78,10.95
1277,9,Discus,195' 0,176' 11,157' 8,Indiana University-Bloomington,mens,2340.0,2123.0,1892.0
1278,10,High Jump,6' 6,6' 5,6' 2,Indiana University-Bloomington,mens,78.0,77.0,74.0
1279,11,Long Jump,23' 0,21' 11,20' 7,Indiana University-Bloomington,mens,276.0,263.0,247.0
1280,12,Pole Vault,16' 3,15' 5,14' 6,Indiana University-Bloomington,mens,195.0,185.0,174.0
1281,13,Shot Put,62' 3,58' 11,52' 10,Indiana University-Bloomington,mens,747.0,707.0,634.0
1282,0,5K XC,17:44,18:32,19:53,Indiana University-Bloomington,womens,1064.0,1112.0,1193.0
1283,1,3200m,10:38,10:55,11:16,Indiana University-Bloomington,womens,638.0,655.0,676.0
1284,2,1600m,4:56,4:59,5:05,Indiana University-Bloomington,womens,296.0,299.0,305.0
1285,3,800m,2:11,2:16,2:22,Indiana University-Bloomington,womens,131.0,136.0,142.0
1286,4,400m,54.92,56.63,58.06,Indiana University-Bloomington,womens,54.92,56.63,58.06
1287,5,300m H,43.46,43.83,45.58,Indiana University-Bloomington,womens,43.46,43.83,45.58
1288,6,200m,23.90,24.91,25.45,Indiana University-Bloomington,womens,23.9,24.91,25.45
1289,7,100m,11.70,12.04,12.34,Indiana University-Bloomington,womens,11.7,12.04,12.34
1290,8,100m H,13.97,14.25,14.77,Indiana University-Bloomington,womens,13.97,14.25,14.77
1291,9,Discus,153' 8,144' 2,132' 6,Indiana University-Bloomington,womens,1844.0,1730.0,1590.0
1292,10,High Jump,5' 6,5' 4,5' 0,Indiana University-Bloomington,womens,66.0,64.0,60.0
1293,11,Long Jump,18' 11,18' 0,17' 2,Indiana University-Bloomington,womens,227.0,216.0,206.0
1294,12,Pole Vault,13' 3,12' 8,12' 1,Indiana University-Bloomington,womens,159.0,152.0,145.0
1295,13,Shot Put,47' 11,46' 9,42' 9,Indiana University-Bloomington,womens,575.0,561.0,513.0
1296,14,Triple Jump,40' 2,38' 9,37' 3,Indiana University-Bloomington,womens,482.0,465.0,447.0
1297,0,5K XC,15:02,15:32,16:20,Iowa State University,mens,902.0,932.0,980.0
1298,1,3200m,8:59,9:11,9:22,Iowa State University,mens,539.0,551.0,562.0
1299,2,1600m,4:10,4:17,4:28,Iowa State University,mens,250.0,257.0,268.0
1300,3,800m,1:51,1:55,1:59,Iowa State University,mens,111.0,115.0,119.0
1301,4,400m,48.64,49.41,50.30,Iowa State University,mens,48.64,49.41,50.3
1302,5,300m H,37.45,37.89,38.79,Iowa State University,mens,37.45,37.89,38.79
1303,6,200m,21.50,21.74,22.05,Iowa State University,mens,21.5,21.74,22.05
1304,7,110m H,14.06,14.43,14.70,Iowa State University,mens,14.06,14.43,14.7
1305,8,100m,10.61,10.76,11.00,Iowa State University,mens,10.61,10.76,11.0
1306,9,Discus,160' 5,153' 6,147' 6,Iowa State University,mens,1925.0,1842.0,1770.0
1307,10,High Jump,6' 9,6' 8,6' 1,Iowa State University,mens,81.0,80.0,73.0
1308,11,Long Jump,23' 10,21' 7,20' 3,Iowa State University,mens,286.0,259.0,243.0
1309,12,Shot Put,57' 3,53' 1,50' 0,Iowa State University,mens,687.0,637.0,600.0
1310,13,Triple Jump,44' 3,43' 2,42' 0,Iowa State University,mens,531.0,518.0,504.0
1311,0,5K XC,17:40,18:17,19:05,Iowa State University,womens,1060.0,1097.0,1145.0
1312,1,3200m,10:40,10:55,11:13,Iowa State University,womens,640.0,655.0,673.0
1313,2,1600m,4:58,5:05,5:12,Iowa State University,womens,298.0,305.0,312.0
1314,3,800m,2:11,2:15,2:20,Iowa State University,womens,131.0,135.0,140.0
1315,4,400m,55.49,57.35,58.58,Iowa State University,womens,55.49,57.35,58.58
1316,5,300m H,41.93,43.16,44.53,Iowa State University,womens,41.93,43.16,44.53
1317,6,200m,24.41,25.08,25.35,Iowa State University,womens,24.41,25.08,25.35
1318,7,100m,12.00,12.21,12.54,Iowa State University,womens,12.0,12.21,12.54
1319,8,100m H,14.08,14.24,14.51,Iowa State University,womens,14.08,14.24,14.51
1320,9,Discus,148' 11,142' 9,128' 9,Iowa State University,womens,1787.0,1713.0,1545.0
1321,10,High Jump,5' 10,5' 6,5' 0,Iowa State University,womens,70.0,66.0,60.0
1322,11,Long Jump,20' 2,18' 2,16' 10,Iowa State University,womens,242.0,218.0,202.0
1323,12,Shot Put,43' 9,42' 1,39' 5,Iowa State University,womens,525.0,505.0,473.0
1324,13,Triple Jump,40' 4,39' 7,37' 5,Iowa State University,womens,484.0,475.0,449.0
1325,0,5K XC,15:52,16:30,17:09,Johns Hopkins University,mens,952.0,990.0,1029.0
1326,1,3200m,9:35,9:50,10:17,Johns Hopkins University,mens,575.0,590.0,617.0
1327,2,1600m,4:24,4:34,4:49,Johns Hopkins University,mens,264.0,274.0,289.0
1328,3,800m,1:58,2:01,2:02,Johns Hopkins University,mens,118.0,121.0,122.0
